NAME                                                        VERSION                                                                            TYPE                         
ssl_client                                                  1.36.1-r5                                                                          apk                           
stdlib                                                      go1.15.13                                                                          go-module  (+1 duplicate)     
stdlib                                                      go1.15.6                                                                           go-module  (+1 duplicate)     
stdlib                                                      go1.20.11                                                                          go-module                     
storj.io/common                                             v0.0.0-20210412024514-5bcb1fff421e                                                 go-module  (+3 duplicates)    
storj.io/common                                             v0.0.0-20221123115229-fed3e6651b63                                                 go-module                     
storj.io/drpc                                               v0.0.20                                                                            go-module  (+3 duplicates)    
storj.io/drpc                                               v0.0.32                                                                            go-module                     
storj.io/uplink                                             v1.10.0                                                                            go-module                     
storj.io/uplink                                             v1.5.0-rc.1                                                                        go-module  (+3 duplicates)    
storj.io/uplink-c                                           (devel)                                                                            go-module  (+3 duplicates)    
tiff                                                        4.5.1-r0                                                                           apk                           
tzdata                                                      2024a-r0                                                                           apk                           
uplink.NET                                                  2.7.0.0                                                                            dotnet                        
utmps-libs                                                  0.1.2.1-r1                                                                         apk                           
zlib                                                        1.2.13-r1                                                                          apk                           
zlib                                                        1.2.8                                                                              dotnet                        
zstd-libs                                                   1.5.5-r4                                                                           apk                           
